,instance_id,input.text,predicted_text_0,stats.exact_match_0,num_words_0,predicted_text_1,stats.exact_match_1,num_words_1,predicted_text_2,stats.exact_match_2,num_words_2,predicted_text_3,stats.exact_match_3,num_words_3,predicted_text_4,stats.exact_match_4,num_words_4,predicted_text_5,stats.exact_match_5,num_words_5,predicted_text_6,stats.exact_match_6,num_words_6,predicted_text_7,stats.exact_match_7,num_words_7,predicted_text_8,stats.exact_match_8,num_words_8,predicted_text_9,stats.exact_match_9,num_words_9,predicted_text_10,stats.exact_match_10,num_words_10,predicted_text_11,stats.exact_match_11,num_words_11,predicted_text_12,stats.exact_match_12,num_words_12,predicted_text_13,stats.exact_match_13,num_words_13,predicted_text_14,stats.exact_match_14,num_words_14,predicted_text_15,stats.exact_match_15,num_words_15,predicted_text_16,stats.exact_match_16,num_words_16,predicted_text_17,stats.exact_match_17,num_words_17,predicted_text_18,stats.exact_match_18,num_words_18,predicted_text_19,stats.exact_match_19,num_words_19,predicted_text_20,stats.exact_match_20,num_words_20,predicted_text_21,stats.exact_match_21,num_words_21,predicted_text_22,stats.exact_match_22,num_words_22,predicted_text_23,stats.exact_match_23,num_words_23,predicted_text_24,stats.exact_match_24,num_words_24,predicted_text_25,stats.exact_match_25,num_words_25,predicted_text_26,stats.exact_match_26,num_words_26,predicted_text_27,stats.exact_match_27,num_words_27,predicted_text_28,stats.exact_match_28,num_words_28,predicted_text_29,stats.exact_match_29,num_words_29,std,agreement_level
130,id5087,"A dog is going to have to corral sheep for the afternoon, so it needs to prepare its body for the enormous workload ahead of it. The dog is", B,1.0,30, B,1.0,30,B,1.0,30, B,1.0,30, D,0.0,30, B,1.0,30, B,1.0,30,B,1.0,30,B,1.0,30,B,1.0,30,B,1.0,30,B,1.0,30,B,1.0,30, B,1.0,30, B,1.0,30, D,0.0,30, B,1.0,30,B,1.0,30, A,0.0,30, B,1.0,30, B,1.0,30,B,1.0,30,B,1.0,30,B,1.0,30, B,1.0,30,B,1.0,30, D,0.0,30, B,1.0,30,B,1.0,30,B,1.0,30,0.3457459036417605,Low
345,id5302,A stick bug uses what to protect itself from predators?, B,1.0,11, B,1.0,11,B,1.0,11, B,1.0,11, C,0.0,11, B,1.0,11, B,1.0,11,B,1.0,11,B,1.0,11,B,1.0,11,B,1.0,11,B,1.0,11,B,1.0,11, B,1.0,11, B,1.0,11, D,0.0,11, B,1.0,11,B,1.0,11, C,0.0,11, B,1.0,11, B,1.0,11,B,1.0,11,B,1.0,11,B,1.0,11, B,1.0,11,B,1.0,11, D,0.0,11, B,1.0,11,B,1.0,11,B,1.0,11,0.3457459036417605,Low
70,id5027,How can we see that the coloration of fur is an inherited characteristic?, B,1.0,14, B,1.0,14,B,1.0,14, B,1.0,14, C,0.0,14, B,1.0,14, B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14, B,1.0,14, B,1.0,14, D,0.0,14, B,1.0,14,B,1.0,14, C,0.0,14, B,1.0,14, B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14, B,1.0,14,B,1.0,14, A,0.0,14, B,1.0,14,B,1.0,14,B,1.0,14,0.3457459036417605,Low
309,id5266,Which of the following human activities can lead to a change in the local ecosystem?, B,1.0,16, B,1.0,16,B,1.0,16, B,1.0,16, D,0.0,16, B,1.0,16, B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16, B,1.0,16, B,1.0,16, C,0.0,16, B,1.0,16,B,1.0,16, C,0.0,16, B,1.0,16, B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16, B,1.0,16,B,1.0,16, A,0.0,16, B,1.0,16,B,1.0,16,B,1.0,16,0.3457459036417605,Low
363,id5320,Polar bears live in, A,1.0,5, A,1.0,5,A,1.0,5, A,1.0,5, C,0.0,5, A,1.0,5, A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5, A,1.0,5, A,1.0,5, C,0.0,5, A,1.0,5,A,1.0,5, B,0.0,5, A,1.0,5, A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5, B,0.0,5,A,1.0,5, A,1.0,5, A,1.0,5,A,1.0,5,A,1.0,5,0.3457459036417605,Low
1,id4958,There is most likely going to be fog around:, A,1.0,10, A,1.0,10,A,1.0,10, A,1.0,10, D,0.0,10, A,1.0,10, A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10, A,1.0,10, A,1.0,10, B,0.0,10, A,1.0,10,A,1.0,10, C,0.0,10, A,1.0,10, A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10, B,0.0,10,A,1.0,10, A,1.0,10, A,1.0,10,A,1.0,10,A,1.0,10,0.3457459036417605,Low
124,id5081,The pull the human planet space rock orbiter has on certain bodies of dihydrogen monooxide results in?, B,1.0,18, B,1.0,18,B,1.0,18, B,1.0,18, D,0.0,18, B,1.0,18, B,1.0,18,B,1.0,18,D,0.0,18,B,1.0,18,B,1.0,18,B,1.0,18,B,1.0,18, B,1.0,18, B,1.0,18, D,0.0,18, B,1.0,18,B,1.0,18, B,1.0,18, B,1.0,18, B,1.0,18,B,1.0,18,B,1.0,18,B,1.0,18, B,1.0,18,B,1.0,18, A,0.0,18, B,1.0,18,B,1.0,18,B,1.0,18,0.3457459036417605,Low
490,id5447,where might a bunny live?, A,1.0,6, A,1.0,6,A,1.0,6, A,1.0,6, D,0.0,6, A,1.0,6, A,1.0,6,A,1.0,6,A,1.0,6,A,1.0,6,A,1.0,6,A,1.0,6,A,1.0,6, A,1.0,6, A,1.0,6, D,0.0,6, A,1.0,6,A,1.0,6, C,0.0,6, A,1.0,6, A,1.0,6,A,1.0,6,A,1.0,6,A,1.0,6, B,0.0,6,A,1.0,6, A,1.0,6, A,1.0,6,A,1.0,6,A,1.0,6,0.3457459036417605,Low
344,id5301,Animals have more fat, D,1.0,5, D,1.0,5,D,1.0,5, D,1.0,5, D,1.0,5, D,1.0,5, D,1.0,5,D,1.0,5,A,0.0,5,D,1.0,5,D,1.0,5,D,1.0,5,D,1.0,5, D,1.0,5, D,1.0,5, B,0.0,5, D,1.0,5,D,1.0,5, C,0.0,5, D,1.0,5, D,1.0,5,D,1.0,5,D,1.0,5,D,1.0,5, B,0.0,5,D,1.0,5, D,1.0,5, D,1.0,5,D,1.0,5,D,1.0,5,0.3457459036417605,Low
282,id5239,Which characteristic did a person inherit?, A,0.0,7, A,0.0,7,A,0.0,7, D,0.0,7, C,1.0,7, C,1.0,7, A,0.0,7,C,1.0,7,D,0.0,7,A,0.0,7,A,0.0,7,D,0.0,7,A,0.0,7, A,0.0,7, A,0.0,7, D,0.0,7, A,0.0,7,A,0.0,7, A,0.0,7, A,0.0,7, A,0.0,7,A,0.0,7,A,0.0,7,C,1.0,7, B,0.0,7,A,0.0,7, D,0.0,7, A,0.0,7,A,0.0,7,A,0.0,7,0.34574590364176055,Low
213,id5170,Desert environments features, B,1.0,4, B,1.0,4,B,1.0,4, B,1.0,4, D,0.0,4, D,0.0,4, B,1.0,4,B,1.0,4,B,1.0,4,B,1.0,4,B,1.0,4,B,1.0,4,B,1.0,4, B,1.0,4, B,1.0,4, D,0.0,4, B,1.0,4,B,1.0,4, C,0.0,4, B,1.0,4, B,1.0,4,B,1.0,4,B,1.0,4,B,1.0,4, B,1.0,4,B,1.0,4, A,0.0,4, B,1.0,4,B,1.0,4,B,1.0,4,0.3790490217894516,Low
198,id5155,A plant left in the dark, C,1.0,7, C,1.0,7,C,1.0,7, C,1.0,7, B,0.0,7, C,1.0,7, C,1.0,7,C,1.0,7,B,0.0,7,C,1.0,7,C,1.0,7,C,1.0,7,C,1.0,7, C,1.0,7, C,1.0,7, C,1.0,7, C,1.0,7,C,1.0,7, B,0.0,7, C,1.0,7, C,1.0,7,C,1.0,7,C,1.0,7,C,1.0,7, B,0.0,7,C,1.0,7, A,0.0,7, C,1.0,7,C,1.0,7,C,1.0,7,0.3790490217894516,Low
95,id5052,Squirrels spend their fall, C,1.0,5, C,1.0,5,C,1.0,5, C,1.0,5, B,0.0,5, C,1.0,5, C,1.0,5,C,1.0,5,D,0.0,5,C,1.0,5,C,1.0,5,C,1.0,5,C,1.0,5, C,1.0,5, C,1.0,5, B,0.0,5, C,1.0,5,C,1.0,5, A,0.0,5, C,1.0,5, C,1.0,5,C,1.0,5,C,1.0,5,C,1.0,5, B,0.0,5,C,1.0,5, C,1.0,5, C,1.0,5,C,1.0,5,C,1.0,5,0.3790490217894516,Low
100,id5057,Grey clouds can bring, B,1.0,5, B,1.0,5,B,1.0,5, D,0.0,5, B,1.0,5, D,0.0,5, B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5, B,1.0,5, D,0.0,5, B,1.0,5,B,1.0,5, A,0.0,5, B,1.0,5, B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5,B,1.0,5, A,0.0,5, B,1.0,5,B,1.0,5,B,1.0,5,0.3790490217894516,Low
23,id4980,Overpopulation can cause, B,1.0,4, B,1.0,4,B,1.0,4, B,1.0,4, C,0.0,4, B,1.0,4, B,1.0,4,B,1.0,4,D,0.0,4,B,1.0,4,B,1.0,4,B,1.0,4,B,1.0,4, B,1.0,4, B,1.0,4, D,0.0,4, B,1.0,4,B,1.0,4, B,1.0,4, B,1.0,4, B,1.0,4,B,1.0,4,B,1.0,4,B,1.0,4, D,0.0,4,B,1.0,4, D,0.0,4, B,1.0,4,B,1.0,4,B,1.0,4,0.3790490217894516,Low
291,id5248,"A field begins to bloom and blossom and plants need to be pollinated. In order to spread seeds, plants will most rely on", C,1.0,24, C,1.0,24,C,1.0,24, C,1.0,24, D,0.0,24, C,1.0,24, C,1.0,24,C,1.0,24,B,0.0,24,C,1.0,24,C,1.0,24,C,1.0,24,C,1.0,24, C,1.0,24, C,1.0,24, C,1.0,24, C,1.0,24,C,1.0,24, C,1.0,24, C,1.0,24, C,1.0,24,C,1.0,24,C,1.0,24,C,1.0,24, B,0.0,24,B,0.0,24, D,0.0,24, C,1.0,24,C,1.0,24,C,1.0,24,0.3790490217894516,Low
257,id5214,Aluminum is what?, A,1.0,4, A,1.0,4,A,1.0,4, D,0.0,4, A,1.0,4, B,0.0,4, A,1.0,4,A,1.0,4,A,1.0,4,A,1.0,4,A,1.0,4,A,1.0,4,A,1.0,4, A,1.0,4, A,1.0,4, D,0.0,4, A,1.0,4,A,1.0,4, A,1.0,4, A,1.0,4, A,1.0,4,A,1.0,4,A,1.0,4,A,1.0,4, B,0.0,4,A,1.0,4, C,0.0,4, A,1.0,4,A,1.0,4,A,1.0,4,0.3790490217894516,Low
425,id5382,"if a pot on the stove is described as hot, what does this mean?", A,1.0,15, A,1.0,15,A,1.0,15, C,0.0,15, D,0.0,15, A,1.0,15, A,1.0,15,A,1.0,15,A,1.0,15,A,1.0,15,A,1.0,15,A,1.0,15,A,1.0,15, A,1.0,15, A,1.0,15, C,0.0,15, A,1.0,15,A,1.0,15, D,0.0,15, A,1.0,15, A,1.0,15,A,1.0,15,A,1.0,15,A,1.0,15, A,1.0,15,A,1.0,15, D,0.0,15, A,1.0,15,A,1.0,15,A,1.0,15,0.3790490217894516,Low
297,id5254,"In a closed circuit, electricity will", C,1.0,7, C,1.0,7,C,1.0,7, C,1.0,7, D,0.0,7, C,1.0,7, C,1.0,7,C,1.0,7,D,0.0,7,C,1.0,7,C,1.0,7,C,1.0,7,C,1.0,7, C,1.0,7, C,1.0,7, A,0.0,7, C,1.0,7,C,1.0,7, C,1.0,7, C,1.0,7, C,1.0,7,C,1.0,7,C,1.0,7,C,1.0,7, B,0.0,7,C,1.0,7, A,0.0,7, C,1.0,7,C,1.0,7,C,1.0,7,0.3790490217894516,Low
295,id5252,An organism that makes food for itself, A,1.0,8, A,1.0,8,A,1.0,8, A,1.0,8, D,0.0,8, A,1.0,8, A,1.0,8,A,1.0,8,D,0.0,8,A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8, A,1.0,8, A,1.0,8, D,0.0,8, A,1.0,8,A,1.0,8, B,0.0,8, A,1.0,8, A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8, B,0.0,8,A,1.0,8, A,1.0,8, A,1.0,8,A,1.0,8,A,1.0,8,0.3790490217894516,Low
431,id5388,The appropriate place to put this item is the recycling bin, B,1.0,12, B,1.0,12,B,1.0,12, B,1.0,12, D,0.0,12, B,1.0,12, B,1.0,12,B,1.0,12,B,1.0,12,C,0.0,12,B,1.0,12,B,1.0,12,B,1.0,12, B,1.0,12, B,1.0,12, D,0.0,12, B,1.0,12,B,1.0,12, B,1.0,12, B,1.0,12, D,0.0,12,B,1.0,12,B,1.0,12,B,1.0,12, B,1.0,12,A,0.0,12, B,1.0,12, B,1.0,12,B,1.0,12,B,1.0,12,0.3790490217894516,Low
77,id5034,The man's heart skipped a beat and he felt pain after touching which of these?, C,1.0,16, C,1.0,16,C,1.0,16, C,1.0,16, B,0.0,16, C,1.0,16, C,1.0,16,C,1.0,16,D,0.0,16,C,1.0,16,C,1.0,16,C,1.0,16,C,1.0,16, C,1.0,16, C,1.0,16, C,1.0,16, C,1.0,16,C,1.0,16, B,0.0,16, C,1.0,16, C,1.0,16,C,1.0,16,C,1.0,16,C,1.0,16, B,0.0,16,C,1.0,16, B,0.0,16, C,1.0,16,C,1.0,16,C,1.0,16,0.3790490217894516,Low
240,id5197,Which animal lays eggs, A,1.0,5, A,1.0,5,A,1.0,5, D,0.0,5, C,0.0,5, C,0.0,5, A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5, A,1.0,5, A,1.0,5, C,0.0,5, A,1.0,5,A,1.0,5, A,1.0,5, A,1.0,5, A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5, B,0.0,5,A,1.0,5, A,1.0,5, A,1.0,5,A,1.0,5,A,1.0,5,0.3790490217894516,Low
312,id5269,Which of these foods might have a negative impact on humans?, B,1.0,12, B,1.0,12,B,1.0,12, B,1.0,12, B,1.0,12, B,1.0,12, B,1.0,12,B,1.0,12,A,0.0,12,B,1.0,12,B,1.0,12,D,0.0,12,B,1.0,12, B,1.0,12, B,1.0,12, B,1.0,12, B,1.0,12,B,1.0,12, A,0.0,12, B,1.0,12, B,1.0,12,B,1.0,12,B,1.0,12,B,1.0,12, B,1.0,12,D,0.0,12, C,0.0,12, B,1.0,12,B,1.0,12,B,1.0,12,0.3790490217894516,Low
137,id5094,You can experience a change of pressure when, B,1.0,9, B,1.0,9,B,1.0,9, B,1.0,9, D,0.0,9, C,0.0,9, B,1.0,9,B,1.0,9,D,0.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9, B,1.0,9, B,1.0,9, B,1.0,9, B,1.0,9,B,1.0,9, A,0.0,9, B,1.0,9, B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9, B,1.0,9,B,1.0,9, C,0.0,9, B,1.0,9,B,1.0,9,B,1.0,9,0.3790490217894516,Low
135,id5092,Asteroids crashing on planets can leave behind, A,1.0,8, A,1.0,8,A,1.0,8, C,0.0,8, D,0.0,8, A,1.0,8, A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8, A,1.0,8, A,1.0,8, B,0.0,8, A,1.0,8,A,1.0,8, B,0.0,8, A,1.0,8, A,1.0,8,A,1.0,8,A,1.0,8,A,1.0,8, B,0.0,8,A,1.0,8, A,1.0,8, A,1.0,8,A,1.0,8,A,1.0,8,0.3790490217894516,Low
173,id5130,What do tuna eat?, A,1.0,5, A,1.0,5,A,1.0,5, A,1.0,5, C,0.0,5, A,1.0,5, A,1.0,5,A,1.0,5,D,0.0,5,A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5, A,1.0,5, A,1.0,5, A,1.0,5, A,1.0,5,A,1.0,5, C,0.0,5, A,1.0,5, A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5, B,0.0,5,A,1.0,5, D,0.0,5, A,1.0,5,A,1.0,5,A,1.0,5,0.3790490217894516,Low
145,id5102,Which of these has shape that changes depending on the container which it resides within?, D,1.0,16, D,1.0,16,D,1.0,16, B,0.0,16, A,0.0,16, D,1.0,16, D,1.0,16,D,1.0,16,D,1.0,16,D,1.0,16,D,1.0,16,D,1.0,16,D,1.0,16, D,1.0,16, D,1.0,16, B,0.0,16, D,1.0,16,D,1.0,16, D,1.0,16, D,1.0,16, D,1.0,16,A,0.0,16,D,1.0,16,D,1.0,16, B,0.0,16,D,1.0,16, D,1.0,16, D,1.0,16,D,1.0,16,D,1.0,16,0.3790490217894516,Low
169,id5126,Evaporation, B,1.0,2, B,1.0,2,B,1.0,2, B,1.0,2, A,0.0,2, B,1.0,2, B,1.0,2,B,1.0,2,A,0.0,2,B,1.0,2,B,1.0,2,B,1.0,2,B,1.0,2, B,1.0,2, B,1.0,2, D,0.0,2, B,1.0,2,B,1.0,2, D,0.0,2, B,1.0,2, B,1.0,2,B,1.0,2,B,1.0,2,B,1.0,2, B,1.0,2,B,1.0,2, A,0.0,2, B,1.0,2,B,1.0,2,B,1.0,2,0.3790490217894516,Low
112,id5069,A plant needs a specific climate to grow and, B,1.0,10, B,1.0,10,B,1.0,10, C,0.0,10, C,0.0,10, B,1.0,10, B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10, B,1.0,10, B,1.0,10, C,0.0,10, B,1.0,10,B,1.0,10, C,0.0,10, B,1.0,10, B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10, B,1.0,10,B,1.0,10, D,0.0,10, B,1.0,10,B,1.0,10,B,1.0,10,0.3790490217894516,Low
155,id5112,Medicine is used to cure but can cause people to have allergic reactions such as, B,1.0,16, B,1.0,16,B,1.0,16, B,1.0,16, C,0.0,16, D,0.0,16, B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16, B,1.0,16, B,1.0,16, B,1.0,16, B,1.0,16,B,1.0,16, B,1.0,16, B,1.0,16, B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16, B,1.0,16,B,1.0,16, C,0.0,16, D,0.0,16,B,1.0,16,C,0.0,16,0.3790490217894516,Low
336,id5293,to find out how fast you are going you first need to know, B,1.0,14, B,1.0,14,B,1.0,14, B,1.0,14, D,0.0,14, B,1.0,14, B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14, B,1.0,14, B,1.0,14, D,0.0,14, B,1.0,14,B,1.0,14, D,0.0,14, B,1.0,14, B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14, B,1.0,14,B,1.0,14, D,0.0,14, C,0.0,14,B,1.0,14,B,1.0,14,0.3790490217894517,Low
59,id5016,What could be a positive aspect of a tree being cut down?, A,1.0,13, A,1.0,13,A,1.0,13, A,1.0,13, B,0.0,13, A,1.0,13, A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13, D,0.0,13, A,1.0,13,A,1.0,13, C,0.0,13, A,1.0,13, A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13, B,0.0,13,A,1.0,13, B,0.0,13, A,1.0,13,A,1.0,13,A,1.0,13,0.3790490217894517,Low
255,id5212,Which of these combinations would be desired if someone wanted to make a cutting implement that lasts a long time?, D,1.0,21, D,1.0,21,D,1.0,21, D,1.0,21, C,0.0,21, D,1.0,21, D,1.0,21,D,1.0,21,D,1.0,21,D,1.0,21,D,1.0,21,D,1.0,21,D,1.0,21, D,1.0,21, D,1.0,21, B,0.0,21, D,1.0,21,D,1.0,21, A,0.0,21, D,1.0,21, D,1.0,21,D,1.0,21,D,1.0,21,D,1.0,21, B,0.0,21,D,1.0,21, C,0.0,21, D,1.0,21,D,1.0,21,D,1.0,21,0.3790490217894517,Low
68,id5025,When trying to pull a rose out of the ground why do you encounter resistance?, A,1.0,16, A,1.0,16,A,1.0,16, A,1.0,16, C,0.0,16, A,1.0,16, A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16, A,1.0,16, A,1.0,16, D,0.0,16, A,1.0,16,A,1.0,16, C,0.0,16, A,1.0,16, A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16, B,0.0,16,A,1.0,16, D,0.0,16, A,1.0,16,A,1.0,16,A,1.0,16,0.3790490217894517,Low
307,id5264,The moon is known for having what feature?, B,1.0,9, B,1.0,9,B,1.0,9, B,1.0,9, B,1.0,9, D,0.0,9, B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9, B,1.0,9, B,1.0,9, B,1.0,9, B,1.0,9,B,1.0,9, C,0.0,9, B,1.0,9, C,0.0,9,B,1.0,9,B,1.0,9,B,1.0,9, B,1.0,9,A,0.0,9, D,0.0,9, B,1.0,9,B,1.0,9,B,1.0,9,0.3790490217894517,Low
302,id5259,What is an example of clear weather meaning sunny weather?, D,1.0,11, D,1.0,11,C,0.0,11, D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11, B,0.0,11, D,1.0,11,D,1.0,11, C,0.0,11, D,1.0,11, D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, B,0.0,11,D,1.0,11, A,0.0,11, D,1.0,11,D,1.0,11,D,1.0,11,0.3790490217894517,Low
229,id5186,The life work of a flower is to, B,1.0,9, B,1.0,9,B,1.0,9, D,0.0,9, B,1.0,9, B,1.0,9, B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9, B,1.0,9, B,1.0,9, D,0.0,9, B,1.0,9,B,1.0,9, A,0.0,9, B,1.0,9, D,0.0,9,B,1.0,9,B,1.0,9,B,1.0,9, B,1.0,9,B,1.0,9, A,0.0,9, B,1.0,9,B,1.0,9,B,1.0,9,0.3790490217894517,Low
108,id5065,"A man's child runs through the yard in the sprinklers, getting mud all over their feet. The child then runs around on the porch, tracking mud everywhere. While the mud is still wet, the man decides to clean off the porch by", D,1.0,43, D,1.0,43,D,1.0,43, D,1.0,43, C,0.0,43, D,1.0,43, D,1.0,43,D,1.0,43,D,1.0,43,D,1.0,43,D,1.0,43,D,1.0,43,D,1.0,43, D,1.0,43, D,1.0,43, B,0.0,43, D,1.0,43,D,1.0,43, B,0.0,43, D,1.0,43, D,1.0,43,D,1.0,43,D,1.0,43,D,1.0,43, B,0.0,43,D,1.0,43, A,0.0,43, D,1.0,43,D,1.0,43,D,1.0,43,0.3790490217894517,Low
432,id5389,How many times would someone change the page of a calendar in a year?, B,1.0,15, B,1.0,15,B,1.0,15, B,1.0,15, D,0.0,15, B,1.0,15, B,1.0,15,B,1.0,15,B,1.0,15,B,1.0,15,B,1.0,15,B,1.0,15,B,1.0,15, B,1.0,15, B,1.0,15, B,1.0,15, B,1.0,15,B,1.0,15, D,0.0,15, B,1.0,15, D,0.0,15,B,1.0,15,B,1.0,15,B,1.0,15, B,1.0,15,B,1.0,15, C,0.0,15, A,0.0,15,B,1.0,15,B,1.0,15,0.3790490217894517,Low
72,id5029,"After a torrential downpour over a week, a man notices that the pond in his backyard is", C,1.0,18, C,1.0,18,C,1.0,18, C,1.0,18, B,0.0,18, C,1.0,18, C,1.0,18,C,1.0,18,C,1.0,18,C,1.0,18,C,1.0,18,C,1.0,18,C,1.0,18, C,1.0,18, C,1.0,18, D,0.0,18, C,1.0,18,C,1.0,18, B,0.0,18, C,1.0,18, C,1.0,18,C,1.0,18,C,1.0,18,C,1.0,18, B,0.0,18,C,1.0,18, A,0.0,18, C,1.0,18,C,1.0,18,C,1.0,18,0.3790490217894517,Low
449,id5406,When does the first quarter phase of the moon occur?, B,1.0,11, B,1.0,11,B,1.0,11, B,1.0,11, B,1.0,11, B,1.0,11, B,1.0,11,B,1.0,11,B,1.0,11,B,1.0,11,B,1.0,11,A,0.0,11,B,1.0,11, B,1.0,11, B,1.0,11, B,1.0,11, B,1.0,11,A,0.0,11, B,1.0,11, B,1.0,11, D,0.0,11,B,1.0,11,B,1.0,11,B,1.0,11, B,1.0,11,B,1.0,11, A,0.0,11, B,1.0,11,B,1.0,11,A,0.0,11,0.3790490217894517,Low
5,id4962,As the rain forest is deforested the atmosphere will increase with, C,1.0,12, C,1.0,12,C,1.0,12, C,1.0,12, B,0.0,12, C,1.0,12, C,1.0,12,C,1.0,12,C,1.0,12,C,1.0,12,C,1.0,12,C,1.0,12,C,1.0,12, C,1.0,12, C,1.0,12, B,0.0,12, C,1.0,12,C,1.0,12, D,0.0,12, C,1.0,12, C,1.0,12,C,1.0,12,C,1.0,12,C,1.0,12, B,0.0,12,C,1.0,12, B,0.0,12, C,1.0,12,C,1.0,12,C,1.0,12,0.3790490217894517,Low
80,id5037,the dashboard reading in a jaguar would likely be set to which of these?, C,1.0,15, C,1.0,15,C,1.0,15, C,1.0,15, C,1.0,15, C,1.0,15, C,1.0,15,C,1.0,15,D,0.0,15,C,1.0,15,C,1.0,15,C,1.0,15,C,1.0,15, C,1.0,15, C,1.0,15, D,0.0,15, C,1.0,15,C,1.0,15, A,0.0,15, C,1.0,15, C,1.0,15,C,1.0,15,C,1.0,15,C,1.0,15, B,0.0,15,C,1.0,15, B,0.0,15, C,1.0,15,C,1.0,15,C,1.0,15,0.3790490217894517,Low
243,id5200,Wax can be used similarly to, B,1.0,7, B,1.0,7,B,1.0,7, B,1.0,7, B,1.0,7, B,1.0,7, B,1.0,7,B,1.0,7,B,1.0,7,B,1.0,7,B,1.0,7,B,1.0,7,B,1.0,7, B,1.0,7, D,0.0,7, C,0.0,7, B,1.0,7,B,1.0,7, C,0.0,7, B,1.0,7, B,1.0,7,B,1.0,7,B,1.0,7,B,1.0,7, B,1.0,7,B,1.0,7, D,0.0,7, B,1.0,7,B,1.0,7,C,0.0,7,0.3790490217894517,Low
84,id5041,Ocean water contains, D,1.0,4, D,1.0,4,D,1.0,4, D,1.0,4, B,0.0,4, D,1.0,4, D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4, D,1.0,4, D,1.0,4, A,0.0,4, D,1.0,4,D,1.0,4, D,1.0,4, D,1.0,4, D,1.0,4,D,1.0,4,D,1.0,4,D,1.0,4, B,0.0,4,B,0.0,4, A,0.0,4, D,1.0,4,D,1.0,4,D,1.0,4,0.3790490217894517,Low
253,id5210,Putting one kind of soda into the same cup as another kind of soda is doing what to the substances?, A,1.0,21, A,1.0,21,A,1.0,21, A,1.0,21, B,0.0,21, A,1.0,21, A,1.0,21,A,1.0,21,A,1.0,21,A,1.0,21,A,1.0,21,A,1.0,21,A,1.0,21, A,1.0,21, A,1.0,21, B,0.0,21, A,1.0,21,A,1.0,21, C,0.0,21, A,1.0,21, A,1.0,21,A,1.0,21,A,1.0,21,A,1.0,21, B,0.0,21,A,1.0,21, D,0.0,21, A,1.0,21,A,1.0,21,A,1.0,21,0.3790490217894517,Low
